material,pawn_structure,mobility,king_safety,tempo,knight_position,bishop_position,queen_position,piece_coordination,threats,rizz,total,position_id
0.75,-0.25,1.5,1.75,0.75,0.5,-0.25,0.5,0.75,1.25,0.8,6.25,12a755c9_7
0.75,0.75,0.8,-0.9,0.6,0.4,0.3,0.5,0.7,0.8,0.9,3.5,12a755c9_8
1.5,-1.5,1.5,-2.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0,7.5,12a755c9_9_rand3
0.25,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.3,7.5,0.75,ed5db754_0
0.0,-0.2,0.3,0.7,0.2,0.2,0.0,0.0,0.3,0.1,8.5,-0.1,ed5db754_1_rand2
0.4,0.2,0.7,0.6,0.3,0.4,0.6,0.5,0.4,0.3,7.0,3.8,ed5db754_2
1.3,0.7,0.8,0.6,0.4,0.6,0.7,0.9,0.8,0.7,8.0,5.5,ed5db754_3
0.3,0.3,0.5,-0.7,0.2,0.6,0.0,0.0,0.4,0.3,7.0,0.5,ed5db754_4
0.2,0.3,0.8,-0.9,0.6,0.5,0.0,0.3,0.7,0.8,8.5,2.5,ed5db754_5
0.3,0.4,0.7,-0.9,0.5,0.4,0.3,0.0,0.6,0.8,0.7,3.7,ed5db754_6_rand4
-0.15,0.2,0.2,-0.4,-0.1,0.0,0.4,0.0,0.1,0.3,7.0,-0.2,ed5db754_7
0.75,0.25,0.8,-0.9,0.6,0.3,0.3,0.2,0.7,0.9,8.5,4.85,ed5db754_8_rand5
0.1,0.3,0.8,-0.9,0.6,0.1,0.4,0.5,0.7,0.9,0.7,3.7,ed5db754_9
0.2,0.4,0.3,0.6,0.3,0.7,0.3,0.2,0.4,0.6,7.0,0.8,5a8a14dc_0
0.3,0.2,0.8,0.3,0.2,0.0,0.7,0.6,0.9,0.7,7.5,2.5,5a8a14dc_1_rand4
0.3,0.2,0.7,0.3,0.2,0.6,0.0,0.3,0.5,0.4,8.0,1.8,5a8a14dc_2
0.3,0.2,0.8,0.6,0.7,0.4,0.3,0.9,0.7,0.8,0.9,4.3,5a8a14dc_3_rand5
0.3,0.2,0.4,0.2,0.2,0.7,0.1,0.0,0.3,0.5,7.0,1.3,5a8a14dc_4
0.4,-0.2,0.8,0.4,0.2,0.2,0.6,0.4,0.7,0.5,0.6,0.9,5a8a14dc_5
0.3,0.1,0.7,-0.5,0.2,0.3,0.0,0.4,0.6,0.4,7.0,0.8,5a8a14dc_6_rand4
0.4,0.3,0.7,-0.7,0.3,0.2,0.4,0.2,0.5,0.6,0.7,0.8,5a8a14dc_7
2.75,0.75,1.5,1.25,0.75,0.6,0.8,0.75,1.0,1.25,0.9,9.25,5a8a14dc_8
1.5,1.2,1.8,-1.7,0.9,0.3,0.1,2.0,1.6,1.9,8.5,12.5,5a8a14dc_9
0.3,0.1,0.3,-0.2,-0.1,0.0,0.6,0.0,0.2,0.4,0.5,0.7,dfbace4f_0
0.3,-0.1,0.6,0.0,0.2,0.0,0.4,0.0,0.3,0.5,7.0,0.7,dfbace4f_1
0.2,0.1,0.3,0.7,0.2,0.6,0.2,0.3,0.5,0.8,7.0,0.6,dfbace4f_2
0.1,-0.4,0.8,-0.9,0.6,0.3,0.2,0.4,0.7,0.9,9.0,1.7,190a4346_0
0.2,-0.3,0.8,0.9,0.6,0.4,-0.2,0.3,0.7,0.9,0.9,6.7,190a4346_1
0.3,0.3,0.8,-0.9,0.5,0.6,0.2,0.0,0.7,0.7,0.8,3.5,190a4346_2
5.0,4.5,5.0,-5.0,3.5,0.0,4.0,0.0,4.5,5.0,5.0,33.0,190a4346_3
,,,,,,,,,,,,190a4346_4_rand4
4.5,1.0,2.0,-3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,13.5,190a4346_5
0.3,0.2,0.3,0.2,-0.1,0.3,-0.2,0.0,0.1,0.4,0.6,0.8,86098f02_0
0.2,0.1,0.3,0.7,0.2,0.0,0.0,0.0,0.2,0.6,7.0,1.8,86098f02_1
0.3,0.2,0.5,0.3,0.2,0.4,0.0,0.0,0.4,0.6,7.0,0.8,5fc75a60_0
0.1,-0.3,-0.4,0.2,-0.2,0.4,-0.1,0.0,-0.3,0.3,7.5,-0.1,5fc75a60_1_rand1
0.3,0.2,0.6,0.4,0.3,0.2,0.4,0.5,0.7,0.8,7.0,1.7,5fc75a60_2
1.5,1.2,0.9,-1.8,0.7,0.6,0.8,1.0,0.8,1.0,8.0,6.5,5fc75a60_3
1.5,0.2,0.8,1.2,0.6,0.4,0.3,0.7,0.7,1.0,0.9,4.5,5fc75a60_4_rand2
-0.2,-0.5,1.8,-2.0,1.2,0.6,0.7,0.0,0.9,1.5,0.8,2.3,5fc75a60_5
4.0,1.5,9.0,-10.0,3.0,2.0,0.0,0.0,7.0,4.0,9.0,24.5,5fc75a60_6_rand5
-0.1,-0.1,-0.3,-0.8,0.1,0.6,-0.2,0.0,0.4,0.7,0.7,-0.1,5fc75a60_7
0.75,-0.25,1.5,0.5,0.3,0.75,0.0,0.0,0.8,1.2,0.9,4.5,5fc75a60_8_rand3
0.2,-0.3,0.8,-0.9,0.7,0.5,0.2,0.0,0.6,0.9,0.8,4.5,5fc75a60_9
0.3,0.2,0.6,0.1,0.2,0.3,0.4,0.5,0.4,0.3,0.7,3.2,4fa5ecc6_0
0.25,-0.25,0.75,0.25,0.25,0.5,0.3,0.0,0.4,0.6,0.8,3.75,4fa5ecc6_1
1.0,-0.3,0.7,0.6,0.3,0.4,0.5,0.8,0.6,0.5,0.7,23.7,4fa5ecc6_2
0.1,0.3,0.7,0.6,0.3,0.6,0.5,0.0,0.7,0.8,0.8,0.35,9d08bf89_0
0.25,-0.25,0.75,0.0,0.25,0.5,0.6,0.75,0.6,0.8,8.0,1.75,9d08bf89_1_rand5
-0.1,0.3,0.2,-0.6,0.2,0.3,0.8,0.9,0.7,0.8,7.0,0.3,9d08bf89_2
1.75,0.75,1.25,0.75,0.5,0.75,0.0,1.0,0.8,1.0,8.0,9.35,9d08bf89_3
1.3,0.4,0.8,0.7,0.5,0.3,0.6,0.7,0.5,0.9,0.8,4.7,9d08bf89_4
0.2,-0.1,0.4,0.2,0.2,0.4,-0.1,0.0,0.2,0.5,0.7,1.8,9d08bf89_5
0.3,0.0,0.3,0.2,0.2,0.6,-0.2,0.0,0.4,0.3,7.0,3.4,acc80d66_0
0.2,0.3,0.7,-0.8,0.5,0.4,0.3,0.3,0.6,0.7,8.0,3.0,acc80d66_1
0.1,0.3,0.8,0.7,0.2,0.4,0.0,0.0,0.6,0.9,0.7,3.3,acc80d66_2
0.25,-0.25,0.75,-0.3,0.25,0.6,-0.1,0.0,0.4,0.8,0.7,1.45,acc80d66_3
0.1,0.4,0.7,0.6,0.2,0.0,0.3,0.0,0.5,0.8,7.5,1.8,acc80d66_4
0.25,0.3,0.7,0.6,0.4,0.4,0.5,0.0,0.6,0.8,8.5,2.5,acc80d66_5_rand3
-0.1,-0.3,0.8,-0.9,0.2,0.2,0.7,0.0,0.6,0.7,7.0,-0.2,acc80d66_6
0.2,0.3,0.8,-0.9,0.5,0.4,0.3,0.2,0.6,0.7,0.7,3.4,acc80d66_7
0.2,0.3,0.2,-0.5,0.2,0.0,0.0,0.0,0.2,0.4,7.0,0.4,acc80d66_8_rand5
0.75,-0.25,0.8,-0.9,0.6,0.4,0.5,0.0,0.7,0.9,0.8,3.5,acc80d66_9
0.2,-0.1,0.8,0.9,0.6,0.4,0.3,0.0,0.5,0.7,9.0,3.5,acc80d66_10
0.25,-0.1,-0.3,0.2,0.1,0.3,0.1,0.0,-0.2,0.4,7.5,0.35,d2fd3f5f_0
0.2,0.3,0.7,0.6,0.3,0.8,0.2,0.7,0.6,0.5,0.7,4.4,d2fd3f5f_1
0.0,0.2,0.4,-0.6,0.3,0.0,0.3,0.4,0.5,0.7,7.5,0.8,10f5d378_0
0.25,0.3,0.7,0.2,0.3,0.75,0.5,0.6,0.8,0.9,0.8,0.85,10f5d378_1_rand1
0.3,0.2,0.5,-0.3,0.2,0.2,0.4,0.2,0.3,0.4,7.0,2.7,10f5d378_2
0.4,0.1,0.7,0.3,0.2,0.1,0.6,0.4,0.5,0.4,7.5,0.7,10f5d378_3_rand2
0.75,0.25,0.6,0.75,0.3,0.5,0.3,0.0,0.4,0.5,0.7,2.35,0c99fa58_0
0.2,0.4,0.8,-0.9,0.5,0.3,0.4,0.1,0.7,0.6,9.0,6.8,0c99fa58_1
0.3,0.2,0.7,0.8,0.3,0.3,0.0,0.0,0.6,0.5,0.7,0.7,acd741c3_0
0.6,0.3,0.8,-0.9,0.5,0.6,0.2,0.0,0.7,0.9,0.9,3.7,acd741c3_1_rand5
0.2,0.2,0.3,0.2,-0.1,0.7,-0.1,0.0,0.3,0.3,7.0,1.3,acd741c3_2
0.6,0.3,0.8,-0.9,0.5,0.6,0.4,0.1,0.7,0.9,0.9,4.3,acd741c3_3
0.2,0.3,0.6,0.2,0.2,0.5,0.1,0.3,0.4,0.5,8.0,2.8,58a1a55b_0
0.2,0.2,0.3,0.0,0.2,0.0,0.3,0.0,0.2,0.3,7.0,3.3,58a1a55b_1_rand1
-0.2,0.0,0.3,0.2,0.2,0.0,0.0,0.0,0.2,0.3,7.5,1.2,58a1a55b_2
-0.1,-0.1,0.3,0.1,0.2,0.0,0.4,0.2,0.3,0.4,7.0,0.3,58a1a55b_3
0.1,0.2,0.3,0.1,-0.1,0.0,-0.1,0.0,0.2,0.2,7.5,0.3,58a1a55b_4_rand4
0.25,0.25,0.75,0.25,0.25,0.25,0.8,0.1,0.6,0.5,8.5,1.75,58a1a55b_5
0.2,-0.1,0.7,0.4,0.3,0.6,0.5,0.4,0.6,0.5,0.8,0.9,58a1a55b_6_rand2
0.25,0.3,0.2,0.4,0.1,0.3,0.0,0.0,0.3,0.5,7.0,0.75,58a1a55b_7
4.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,9.0,22.0,58a1a55b_8
0.75,-0.25,0.8,-1.2,0.5,0.3,0.5,0.75,0.6,1.0,8.0,2.5,58a1a55b_9
1.0,0.3,0.7,0.6,0.3,0.2,0.4,0.5,0.4,0.5,0.8,1.8,e00d5572_0
1.75,0.75,1.5,-2.5,0.75,0.75,0.5,1.0,1.25,1.75,8.0,8.5,e00d5572_1
0.75,-0.25,1.5,1.25,0.5,0.75,0.6,1.0,0.8,1.0,0.9,4.5,e00d5572_2
0.2,0.3,0.7,0.8,0.3,-0.6,0.2,0.5,0.4,0.6,7.0,4.8,e00d5572_3
0.3,0.2,0.7,0.3,0.2,0.2,0.6,0.0,0.4,0.8,7.0,16.4,bc946127_0
0.75,0.25,0.75,0.3,0.25,0.6,0.3,0.1,0.5,0.6,0.8,3.45,bc946127_1_rand1
0.25,0.3,-0.4,-0.3,0.2,0.1,0.7,0.1,-0.2,0.5,7.5,0.45,bc946127_2
0.3,0.2,0.7,0.6,0.3,0.8,0.6,0.0,0.5,0.4,7.0,5.8,bc946127_3
0.75,0.25,0.75,0.6,0.3,0.5,0.6,0.7,0.8,0.7,7.5,13.3,bc946127_4
0.25,0.0,0.4,-0.7,0.2,0.8,0.0,0.0,0.3,0.6,7.0,0.45,bc946127_5
0.3,-0.1,0.7,0.8,0.5,0.6,0.3,0.0,0.5,0.7,8.0,0.9,bc946127_6
0.3,0.2,0.3,0.2,0.2,0.7,0.1,0.6,0.4,0.5,7.5,0.9,4c36ef95_0
0.2,-0.1,0.7,0.8,0.2,0.3,-0.1,0.5,0.4,0.6,7.0,0.9,4c36ef95_1
4.5,1.5,0.9,-0.8,0.7,0.3,0.6,0.9,0.8,0.9,9.0,7.7,4c36ef95_2_rand1
0.3,0.2,0.7,0.8,0.3,0.4,0.0,0.0,0.5,0.6,0.7,0.7,4c36ef95_3
-0.15,-0.05,0.3,-0.7,0.2,0.6,0.0,0.0,0.2,0.5,0.7,0.35,4c36ef95_4
0.2,0.3,0.8,0.7,0.5,0.6,0.2,0.1,0.7,0.9,8.0,3.5,4c36ef95_5_rand3
1.5,0.2,0.8,0.9,0.7,0.6,-0.2,0.0,0.5,0.7,0.8,5.4,4c36ef95_6
0.7,-0.3,0.8,0.9,0.6,0.7,0.2,0.6,0.9,0.9,0.9,0.95,4c36ef95_7
6.0,4.0,5.0,5.0,3.0,0.0,0.0,1.0,4.0,6.0,8.0,28.0,4c36ef95_8
3.0,2.5,2.5,2.0,1.5,0.0,0.0,0.0,1.5,2.0,1.5,18.5,4c36ef95_9_rand5
1.5,1.2,0.8,0.9,0.7,0.0,0.0,0.0,0.6,0.9,0.9,0.8,4c36ef95_10
0.2,0.8,-0.9,-0.8,-0.3,0.0,0.0,0.0,-0.6,0.9,7.5,0.7,4c36ef95_11_rand5
0.2,0.0,0.3,0.2,0.1,0.0,0.2,0.4,0.3,0.2,7.0,1.4,f0128cbf_0
0.6,-0.2,0.4,0.2,0.2,0.0,0.3,0.7,0.5,0.6,0.7,0.9,f0128cbf_1
0.2,0.3,0.6,0.0,0.2,0.4,0.3,0.0,0.4,0.5,0.7,2.5,f0128cbf_2_rand2
0.3,0.3,0.6,0.7,0.2,0.7,-0.1,-0.1,0.4,0.6,7.0,0.2,f0128cbf_3
-0.2,-0.3,0.6,-0.8,0.2,0.1,0.0,0.0,0.4,0.5,0.7,0.0,f0128cbf_4
0.75,0.25,0.4,0.6,0.3,0.8,0.3,0.6,0.5,0.7,0.7,6.85,dae1d0c1_0
2.3,0.6,1.8,1.5,1.2,1.0,0.8,1.3,1.1,1.7,1.6,16.8,dae1d0c1_1_rand2
0.4,0.3,0.7,0.8,0.3,0.8,0.3,0.0,0.6,0.5,7.0,0.8,47f709fc_0
0.2,-0.3,0.8,-0.9,0.6,0.4,0.5,0.3,0.7,0.9,8.0,5.7,47f709fc_1
0.4,-0.25,1.5,-0.75,1.25,0.75,-0.25,0.5,1.0,1.75,0.8,4.35,47f709fc_2
0.1,-0.3,0.8,-0.9,0.3,0.4,0.1,0.6,0.7,0.5,0.8,3.8,47f709fc_3
-0.1,0.0,0.3,-0.6,0.2,0.5,0.0,0.0,0.3,0.4,8.0,0.3,47f709fc_4_rand1
1.2,0.8,0.9,-0.95,0.7,0.3,0.5,0.2,0.85,0.95,9.0,0.85,47f709fc_5
,,,,,,,,,,,,47f709fc_6
1.5,1.2,0.9,-0.9,0.7,0.0,0.3,0.8,0.8,0.9,8.5,8.0,47f709fc_7_rand4
-0.1,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.0,0.2,7.0,0.6,1db00394_0
0.2,-0.3,0.7,-0.4,0.2,0.3,-0.1,0.6,0.5,0.8,7.0,0.4,1db00394_1
0.4,0.2,0.6,0.7,0.3,0.3,0.5,0.8,0.4,0.5,0.7,4.2,1db00394_2_rand1
0.3,0.2,0.7,0.6,0.3,0.3,0.4,0.6,0.5,0.7,0.8,4.8,1db00394_3
0.25,-0.3,0.75,0.8,0.6,0.4,0.3,0.7,0.6,0.9,0.8,6.85,1db00394_4
2.75,0.75,1.5,1.25,0.75,0.6,0.8,1.0,0.9,1.1,9.0,8.5,1db00394_5
0.3,0.2,0.6,0.2,0.3,0.4,-0.3,0.5,0.4,0.5,8.0,0.8,5773d4ba_0
0.3,0.2,0.8,0.6,0.3,0.4,0.5,0.7,0.6,0.7,8.0,6.8,5773d4ba_1
0.75,0.5,1.25,1.0,0.75,0.75,0.25,0.0,0.6,1.0,0.8,6.35,5773d4ba_2
0.75,0.25,0.6,-0.3,0.1,0.0,0.4,0.0,0.3,0.5,7.0,0.85,5773d4ba_3_rand3
0.3,0.5,0.9,-0.9,0.7,0.4,0.0,0.0,0.6,0.7,0.8,0.9,5773d4ba_4
0.75,0.0,0.8,0.7,0.6,0.3,0.0,0.0,0.9,0.9,0.8,4.0,5773d4ba_5
0.3,-0.2,0.8,-0.7,0.6,0.5,0.3,0.0,0.4,0.9,8.5,2.7,5773d4ba_6
0.2,-0.1,0.7,-0.9,0.2,0.8,0.6,0.1,0.5,0.7,0.7,2.4,5773d4ba_7
3.5,2.0,3.0,-4.0,2.0,1.5,0.0,0.0,2.0,4.0,9.0,9.5,5773d4ba_8
0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.1,7.5,0.75,cc905457_0
3.5,0.3,0.8,-0.6,0.2,-0.2,0.7,0.6,0.5,0.7,0.6,7.5,cc905457_1
4.5,0.7,0.8,0.6,0.3,0.9,-0.3,0.7,0.7,0.8,7.0,4.2,cc905457_2
0.3,0.1,0.8,-0.4,0.3,0.6,0.7,0.5,0.7,0.9,0.8,6.8,877f849e_0
0.1,0.2,0.3,-0.3,0.1,0.5,0.4,0.6,0.4,0.7,7.5,0.9,877f849e_1_rand1
0.2,0.3,0.4,0.2,0.2,0.0,0.4,0.0,0.3,0.5,7.0,1.6,877f849e_2
0.2,0.4,0.3,-0.6,0.3,0.5,0.6,0.8,0.7,0.8,7.0,0.3,877f849e_3
3.5,-0.3,2.0,1.5,1.0,0.3,0.7,1.0,1.5,2.5,1.0,16.7,877f849e_4
-1.5,-0.7,-0.9,-0.95,0.2,0.1,0.4,0.8,0.7,0.9,7.0,-0.85,877f849e_5
0.3,0.2,0.7,-0.5,0.3,0.0,0.6,0.5,0.4,0.8,8.0,1.8,8be7f2f6_0
1.4,0.7,0.9,0.6,0.3,0.5,0.8,1.0,0.8,0.9,0.9,0.85,8be7f2f6_1
-0.1,0.3,-0.4,-0.8,0.2,0.5,0.0,0.0,0.7,0.8,7.0,-0.2,8be7f2f6_2
0.2,0.3,0.6,0.8,0.3,0.5,-0.3,0.0,0.4,0.5,7.0,4.8,8be7f2f6_3
0.25,0.3,0.7,-0.8,0.2,0.4,0.3,0.0,0.5,0.6,8.5,3.5,8be7f2f6_4_rand1
0.2,0.3,0.6,0.2,0.3,0.4,0.3,0.0,0.5,0.4,0.7,1.9,9b269547_0
0.1,0.2,0.3,0.2,0.0,0.2,0.1,0.0,0.2,0.3,7.0,0.9,9b269547_1_rand3
0.2,-0.2,0.7,0.3,0.2,0.0,0.4,0.2,0.5,0.6,7.5,2.4,9b269547_2
0.2,0.3,-0.2,0.2,-0.1,-0.3,0.1,0.4,-0.3,0.5,7.0,-0.1,9b269547_3
0.3,-0.2,0.6,0.2,0.2,0.4,0.3,0.7,0.5,0.7,0.8,0.4,9b269547_4
4.5,-0.7,2.5,-3.0,0.5,1.0,0.5,2.0,1.5,2.0,1.8,13.7,9b269547_5
-0.1,0.3,-0.7,-0.5,0.2,0.0,-0.2,0.4,-0.3,0.6,7.0,-0.1,9b269547_6
0.3,0.3,0.7,0.4,0.3,0.4,0.3,0.6,0.5,0.6,8.0,1.7,8d5b84a4_0
0.4,-0.2,0.8,0.6,0.3,0.1,0.4,0.7,0.5,0.7,8.0,3.4,8d5b84a4_1
0.4,-0.2,0.7,-0.6,0.3,0.2,0.4,0.8,0.5,0.7,7.5,6.7,8d5b84a4_2
0.25,0.0,0.3,0.2,0.2,0.2,-0.1,0.5,0.4,0.3,0.7,1.75,8d5b84a4_3
1.5,0.2,0.8,0.7,0.3,0.5,0.0,0.9,0.6,0.9,0.7,8.7,8d5b84a4_4
0.75,0.6,0.8,0.9,0.5,0.4,0.3,0.7,0.7,1.0,0.9,6.3,8d5b84a4_5_rand4
0.25,0.3,0.6,0.0,0.2,0.4,0.3,0.3,0.5,0.4,8.0,3.85,14eee804_0
0.2,0.0,0.8,0.3,0.3,0.3,0.4,0.5,0.6,0.7,7.0,0.8,14eee804_1_rand1
0.3,0.2,0.3,-0.4,0.2,0.1,0.0,0.4,0.2,0.5,7.0,1.7,14eee804_2
0.3,0.2,0.8,-0.5,0.4,0.0,0.7,0.5,0.6,0.7,7.0,1.8,14eee804_3_rand1
0.3,-0.2,0.7,0.4,-0.2,0.3,0.6,0.4,0.5,0.8,0.7,0.7,14eee804_4
-0.15,0.0,-0.2,-0.3,0.1,-0.1,0.0,0.4,0.3,0.5,7.0,0.2,14eee804_5
0.75,-0.25,-0.75,-1.0,0.25,-0.25,-0.5,0.0,-0.6,-0.8,8.0,-0.75,14eee804_6
4.5,1.0,2.0,3.0,0.25,0.75,0.25,1.0,1.5,2.0,8.5,10.5,14eee804_7
0.75,0.6,0.9,0.8,0.7,0.0,0.0,0.0,0.9,0.95,9.0,0.9,14eee804_8
2.0,0.75,1.5,2.0,1.25,0.0,0.0,0.0,0.8,1.75,0.9,11.85,14eee804_9_rand5
0.8,-0.3,0.9,-0.9,0.7,0.2,-0.1,0.7,0.8,0.9,9.0,0.85,14eee804_10
0.25,0.0,0.6,-0.5,0.3,0.4,0.5,-0.8,0.7,0.8,7.0,0.4,e27b6e75_0
-0.25,0.1,0.4,-0.5,0.1,0.1,0.4,0.5,0.2,0.6,7.0,0.75,e27b6e75_1
-0.2,-0.1,-0.4,-0.6,0.2,0.7,0.0,0.4,0.3,0.5,7.0,-0.1,e27b6e75_2_rand2
0.75,-0.25,1.5,0.75,0.5,0.75,0.5,0.0,1.25,1.75,0.8,4.35,e27b6e75_3
-0.1,0.1,-0.4,-0.8,0.3,0.2,0.6,-0.3,-0.3,0.7,7.0,0.2,e27b6e75_4_rand3
-0.15,0.2,0.4,-0.5,0.2,-0.1,-0.1,0.0,0.3,0.6,7.0,2.2,e27b6e75_5
5.0,3.5,8.5,-2.0,2.0,1.5,1.0,0.0,7.5,6.0,9.0,42.0,e27b6e75_6
-0.3,-0.75,1.25,-1.8,-0.5,-0.25,-0.5,-0.3,-0.6,1.0,0.75,-0.8,e27b6e75_7_rand1
0.1,-0.2,0.7,0.8,-0.2,-0.3,-0.5,0.0,0.6,0.9,7.5,0.7,e27b6e75_8
4.0,2.5,9.0,-9.5,7.0,8.0,7.0,0.0,8.5,9.5,9.0,61.5,e27b6e75_9
3.0,0.2,0.8,0.9,0.7,0.3,0.7,0.0,0.6,0.9,9.0,8.2,e27b6e75_10
0.75,0.3,-0.8,-0.9,-0.6,0.2,0.8,0.0,0.5,0.9,0.7,-0.4,e27b6e75_11
5.0,3.5,4.8,-4.5,0.7,0.0,3.2,4.5,4.2,5.0,8.5,28.7,e27b6e75_12_rand5
0.3,0.3,0.6,0.4,0.2,0.3,0.5,0.4,0.5,0.7,7.0,3.8,0efdec6c_0
0.3,0.2,0.4,0.6,0.3,0.5,0.3,0.2,0.4,0.5,0.7,2.8,5a53bc1b_0
0.3,0.2,0.7,0.6,0.3,0.5,0.4,0.3,0.6,0.7,0.8,6.7,5a53bc1b_1
0.75,0.25,0.8,0.6,0.3,0.7,0.4,0.2,0.5,0.7,0.8,3.85,5a53bc1b_2
0.1,0.2,-0.3,-0.4,0.2,0.3,0.4,0.6,0.5,0.7,7.5,0.8,5a53bc1b_3
0.2,-0.3,0.5,0.4,0.1,0.2,0.0,0.4,0.3,0.6,7.0,3.4,5a53bc1b_4
0.1,0.2,0.3,0.7,0.2,0.0,0.2,0.0,0.4,0.5,7.0,0.8,5a53bc1b_5
2.5,1.25,1.75,2.0,0.5,0.75,0.0,0.0,0.8,1.5,1.25,9.5,5a53bc1b_6
0.3,0.2,0.8,0.6,0.3,0.5,0.0,0.7,0.6,0.7,0.8,6.7,b76abda7_0
0.3,-0.2,0.6,0.4,0.3,0.0,-0.2,0.8,0.7,0.5,7.5,1.2,b76abda7_1_rand5
-0.1,0.3,-0.2,0.7,0.3,0.2,-0.1,0.0,0.4,0.6,7.0,0.4,b76abda7_2
0.2,-0.3,0.8,-0.9,0.6,0.4,0.3,0.0,0.5,0.7,0.7,1.7,b76abda7_3_rand5
0.25,0.25,0.75,0.9,0.5,0.5,0.6,0.3,0.8,0.75,0.9,6.35,b76abda7_4
0.25,0.3,0.6,0.2,0.3,0.7,0.2,0.0,0.5,0.4,8.0,2.85,f5ce2725_0
0.0,0.2,0.3,0.3,0.2,0.2,0.8,0.0,0.6,0.4,7.0,0.3,f5ce2725_1
0.2,0.0,0.5,0.7,0.2,0.3,0.5,0.2,0.4,0.6,0.7,5.7,f5ce2725_2
0.2,0.1,0.3,0.2,-0.1,0.1,0.7,0.0,0.3,0.2,7.0,1.4,f5ce2725_3
0.0,-0.1,0.3,0.7,0.2,0.6,-0.3,0.1,0.4,0.5,7.0,0.2,f5ce2725_4
0.2,0.2,0.3,0.6,0.2,0.4,0.2,0.5,0.4,0.3,7.0,2.8,f5ce2725_5
0.25,0.25,0.3,-0.4,0.2,0.4,0.0,0.0,0.2,0.5,7.0,2.55,f5ce2725_6
0.2,0.2,0.3,0.2,0.2,0.7,-0.1,0.0,0.3,0.4,0.6,0.1,349e4caf_0
0.75,-0.25,0.75,0.5,0.25,0.3,0.0,0.6,0.4,0.5,8.0,4.35,349e4caf_1
0.75,-0.25,0.75,0.5,0.25,0.25,0.5,0.75,0.6,0.8,7.0,3.25,349e4caf_2
0.75,0.25,0.8,-0.9,0.2,0.6,0.4,0.7,0.7,0.9,7.5,1.8,349e4caf_3_rand5
2.75,0.3,1.5,1.2,0.8,0.7,0.6,1.2,0.9,1.0,0.8,9.5,349e4caf_4
0.3,-0.1,0.4,0.6,0.3,0.3,0.6,0.2,0.5,0.7,7.5,0.6,a7392ade_0
0.3,-0.1,0.5,0.7,0.2,0.1,0.3,0.0,0.4,0.6,7.5,2.2,a7392ade_1
0.2,-0.1,0.3,-0.5,-0.2,0.4,-0.2,0.0,0.4,0.6,7.0,0.2,a7392ade_2_rand4
1.0,0.3,0.7,0.2,0.2,0.4,0.5,0.0,0.6,0.5,0.8,5.8,a7392ade_3
0.3,0.2,0.7,0.6,0.2,0.3,0.7,0.0,0.5,0.4,7.5,1.8,a7392ade_4_rand4
0.5,0.7,0.9,-0.6,0.8,0.7,0.8,0.6,0.9,0.9,8.5,0.95,a7392ade_5
0.25,0.25,0.75,0.25,0.25,0.25,0.75,0.75,0.5,0.5,7.0,0.75,6840fa7a_0
0.3,-0.2,0.4,0.2,0.3,0.6,-0.3,0.0,0.3,0.5,0.7,3.7,6840fa7a_1
0.3,0.2,0.6,0.7,0.3,0.4,0.0,0.0,0.4,0.5,7.0,4.8,6840fa7a_2
0.75,-0.25,0.6,-0.3,0.2,0.4,0.7,0.0,0.3,0.5,0.7,1.4,6840fa7a_3
0.3,0.2,0.7,0.6,0.2,0.0,0.0,0.2,0.5,0.8,0.7,1.8,6840fa7a_4
1.2,0.8,0.9,-0.6,0.7,0.0,0.0,0.5,0.8,0.9,9.0,5.8,6840fa7a_5
0.3,0.2,0.7,0.8,0.3,0.0,0.6,0.0,0.4,0.5,7.0,0.9,6840fa7a_6_rand1
3.0,-2.0,3.0,-4.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,7.0,6840fa7a_7
4.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,4.0,9.0,29.0,6840fa7a_8_rand1
1.2,1.0,1.5,1.8,2.0,0.0,0.0,0.0,1.3,1.7,1.0,11.5,6840fa7a_9
1.0,0.5,0.7,0.9,0.6,0.0,0.2,0.0,0.4,0.3,0.8,5.7,6840fa7a_10
0.25,0.3,0.7,0.0,0.2,0.0,0.75,0.0,0.4,0.5,7.0,0.85,a2395767_0
0.3,0.6,0.6,0.7,0.3,0.7,0.1,0.8,0.7,0.8,0.8,1.8,a2395767_1
0.3,0.2,0.7,0.3,0.2,0.5,0.4,0.0,0.4,0.6,0.7,2.8,a2395767_2
0.6,0.3,0.8,0.7,0.3,0.6,0.4,0.5,0.7,0.9,8.0,2.7,a2395767_3
0.3,0.3,0.8,-0.9,0.6,0.4,0.3,0.5,0.7,0.8,0.9,6.4,a2395767_4_rand4
0.3,0.4,0.8,-0.7,0.2,0.7,0.3,0.0,0.6,0.8,8.0,3.4,a2395767_5
-0.3,-0.1,0.4,0.6,0.2,1.0,0.0,0.0,0.3,0.5,7.0,0.5,a2395767_6_rand2
