material,pawn_structure,mobility,king_safety,tempo,total,position_id
1,1,1,1,0,0,66edbfc7_5_rand4
12,7,9,1,2,2.5,66edbfc7_6
9,3,3,1.25,0.75,0.75,66edbfc7_7
2.0,4,1.0,0.5,1.0,1.0,66edbfc7_8
1,2,4,2,2,3.0,66edbfc7_9
2,3,4,2,2,2.75,66edbfc7_10_rand4
1.0,1.0,1.0,1.0,1.0,1.0,66edbfc7_11
1.0,3.0,2.0,1.0,1.0,2.5,66edbfc7_12_rand1
1.0,1.0,1.0,1.0,1.0,1.0,66edbfc7_13
1.0,1.0,1.0,1.0,1.0,1.0,66edbfc7_14
1.0,12.0,10.0,1.0,4.0,4.7,01bffc6f_0
4,2,4,1,2,2.7,01bffc6f_1_rand2
1,3,2,1,1,1.0,01bffc6f_2
1.5,3,1.2,0.75,0.75,0.75,01bffc6f_3
1.0,3.0,2.0,2.0,1.0,2.7,01bffc6f_4
9,3,3,2,-0.5,2.5,01bffc6f_5
1.0,1.0,1.0,0.5,1.0,1.0,01bffc6f_6
4.5,3,2.5,1.2,0.8,1.3,5a325e65_0
2,1,2,2,0,0,5a325e65_1
2,1,2,2,0,1.0,5a325e65_2_rand3
1,1,2,0,0,0.75,5a325e65_3
2,2,4,1.0,2,2.7,5a325e65_4_rand5
1,1,1,1,0,0,5a325e65_5
1,1,1,1,0,0,5a325e65_6
1.0,2.0,2.0,1.0,1.0,2.5,5a325e65_7
10,4,8,2,1.5,7.5,5a325e65_8
1.0,1.0,1.0,1.0,1.0,1.0,5a325e65_9_rand5
1.0,3.0,3.0,2.0,1.0,3.5,5a325e65_10
1.0,3.0,3.0,2.0,1.0,3.0,5a325e65_11
9,7,9,1,2,2.5,2ad4a9e1_0
1.5,4,4.5,2,0.67,0.67,2ad4a9e1_1_rand5
8,2,4,2,2,2.5,2ad4a9e1_2
1,2,2,2,0,1.0,2ad4a9e1_3_rand3
2,2,4,2,2,2,2ad4a9e1_4
12,3,2.5,1.0,1.25,1.75,2ad4a9e1_5
9,6,7,4,1.5,7.5,2ad4a9e1_6_rand2
12,7,9,1,0,1.0,2ad4a9e1_7
2,4,3,2,1.5,4.2,2ad4a9e1_8
1.0,1.0,1.0,1.0,1.0,1.0,2ad4a9e1_9
8,2,4,2,2,2.0,30d10e6e_0
8,2,4,2,2,2,30d10e6e_1
2,2,4,2,2,2,30d10e6e_2_rand1
8,2,8,2,2,2,30d10e6e_3
12,7,10,1,3,4.7,30d10e6e_4
12,8,9,7,2,2.5,4770db51_0
2,8,8,1,0,1.0,4770db51_1_rand3
1.0,1.0,1.0,1.0,1.0,1.0,4770db51_2
12,7,9,1,2,2.5,4770db51_3
1.0,1.0,1.0,1.0,1.0,1.0,4770db51_4
3,2,4,1,2,2.7,8acd0ab7_0
9,2,4,2,2,2.25,8acd0ab7_1
9,2,4,2,2,2.3,8acd0ab7_2
8,2,4,2,2,2.7,8acd0ab7_3_rand3
1.0,1.0,1.0,1.0,1.0,1.0,8acd0ab7_4
1.0,1.0,1.0,1.0,1.0,1.0,8acd0ab7_5
1.0,3.0,2.0,1.0,1.0,2.5,8acd0ab7_6
1.0,3.0,2.0,1.0,1.0,2.5,8acd0ab7_7
1.0,3.0,2.0,2.0,1.0,3.0,8acd0ab7_8
2,3,4,1,2,2.5,97607d79_0
9,6,10,4,1.8,1.8,97607d79_1_rand4
1,1,1,1,0,0,97607d79_2
2,2,4,2,2,2,97607d79_3
1.0,3.0,2.0,1.0,1.0,2.5,97607d79_4
1.0,1.0,1.0,1.0,1.0,1.0,97607d79_5
1,1,1,1,0,0,97607d79_6_rand3
1,1,1,1,0,0,97607d79_7
12,2,9,7,2,4.0,97607d79_8
1.0,3.0,2.0,6.0,1.0,7.0,97607d79_9
1,1,1,1,0,0,bf3587bd_0
3,2,4,1,2,2.7,bf3587bd_1
9,1.5,1.0,1.0,0.5,1.0,a81ea9d0_0
2,3,2,1,1,1.0,a81ea9d0_1
2,2,4,1,2,2,a81ea9d0_2
2,2,4,1,2,2,a81ea9d0_3_rand1
2,1,2,3,0,1.0,a81ea9d0_4
10,4,6,2,1.5,0.87,a81ea9d0_5
12,7,9,1,2,2.5,a81ea9d0_6
1,2,4,1,2,2,a81ea9d0_7_rand4
12,7,9,2,2,4.0,a81ea9d0_8
1.0,3.0,2.0,1.0,1.0,3.6,a81ea9d0_9_rand4
12,7,8,2,2,4.2,a81ea9d0_10
2,2,4,1,2,2,a81ea9d0_11
9,4,3,2,0.75,0.75,9031514c_0
1,2,1,1,0,0,9031514c_1
1,12,9,1,0,0,9031514c_2
12,2,10,7,4,7.5,9031514c_3
10,4,10,2,1.5,10.0,9031514c_4_rand2
9,3,2,2,1.0,4.0,9031514c_5
1.5,3,2.5,0.75,0.75,0.75,9031514c_6
1.0,3.0,3.0,2.0,1.0,3.3,9031514c_7
12,2,9,1,2,4.0,9031514c_8
12,8,10,1,2,4.0,9031514c_9
1,3,2,1,0,0.75,9031514c_10
12,8,10,1,4,4.7,9031514c_11_rand5
8,2,4,2,2,2.3,8432279b_0
9,4,4,2,1.25,0.75,8432279b_1
8,2,8,1,2,3.0,8432279b_2
8,2,4,2,2,3.0,8432279b_3_rand5
3,2,4,1,2,2.7,01936f15_0
3,2,4,1,2,2.3,01936f15_1_rand2
1,1,1,1,0,0,01936f15_2
1,1,1,1,0,0,01936f15_3_rand1
2.0,3,1.5,1.0,1.33,1.33,01936f15_4
2,2,2,1,1,1.0,01936f15_5_rand2
1.5,3,4,2,1.5,0.75,01936f15_6
1,12,10,1,2,2.5,01936f15_7
1.0,3.0,2.0,2.0,1.0,2.7,01936f15_8_rand5
2.0,3,3.0,1.0,0.75,0.75,55f6fbd9_0
2.5,3,4,1.2,1.5,6.7,55f6fbd9_1_rand4
1,3,2,2,0,0,55f6fbd9_2
1.5,3,2.7,2,0.75,0.75,55f6fbd9_3
1,1,1,1,0,0,55f6fbd9_4
1,1,1,1,0,0,55f6fbd9_5
2,3,2,1,1,1.0,90e163f7_0
4,2,1.5,1,1.0,1.2,90e163f7_1_rand2
1.0,1.0,1.0,1.0,1.0,1.0,90e163f7_2
2.5,3,2.2,1.0,0.75,0.75,90e163f7_3_rand5
8,3,2,4,1.5,4.0,90e163f7_4
10,12,14,8,7,75,90e163f7_5_rand4
8,3,2.5,1.0,1.5,1.5,90e163f7_6
10,6,7,4,1.5,7.5,90e163f7_7
1.0,3.0,2.0,2.0,1.0,3.0,90e163f7_8_rand4
1,1,1,1,0,0,90e163f7_9
6,6,8,1,0,1.0,abe7e580_0
3,2,4,1,2,2.3,abe7e580_1_rand3
1.5,3,2.5,1.2,0.75,0.75,abe7e580_2
1.5,3,1.2,0.75,0.75,0.75,abe7e580_3
1,1,1,1,0,0,abe7e580_4
1.0,1.0,1.0,1.0,1.0,1.0,abe7e580_5_rand4
9,3,2,3,1.5,6.5,abe7e580_6
8,6,2,4,2,4.25,abe7e580_7
1.0,1.0,1.0,1.0,1.0,1.0,abe7e580_8
10,4,9,2,0.75,0.75,cc8721c0_0
1.5,3,4,2,0.75,0.75,cc8721c0_1
1,1,2,1,0,0,cc8721c0_2
2,4,3,1.5,0.75,0.75,cc8721c0_3_rand5
4,2,2,1,1,1.0,a32d1e5a_0
1.5,3,2.5,0.75,0.75,0.75,a32d1e5a_1
1.5,3,1.2,0.8,1.2,0.75,a32d1e5a_2
2.5,3,2.5,1.0,1.3,1.3,a32d1e5a_3
1,3,8,4,2,2.7,a32d1e5a_4
1,2,1,7,0,1.0,a32d1e5a_5
1,3,1,1,0,0,a32d1e5a_6_rand2
1,1,1,1,0,0,a32d1e5a_7
1.0,1.0,1.0,1.0,1.0,1.0,a32d1e5a_8_rand5
1.0,12.0,12.0,12.0,8.0,16.0,cc849b13_0
1,2,2,1,1,2,cc849b13_1_rand5
1,7,2,0,0,0,6bcbfc42_0
1.0,1.0,1.0,1.0,1.0,1.0,6bcbfc42_1
10,4,6,2,1.5,7.5,6bcbfc42_2
10,4,4,2,1.25,1.25,6bcbfc42_3_rand3
2,6,6,1.5,0.75,7.5,6bcbfc42_4
2,2,2,1,0,0,6bcbfc42_5_rand2
1,1,6,1,0,0.75,521ee698_0
2,2,4,1,2,2.7,521ee698_1
1,2,4,1,2,2.5,521ee698_2
2,6,6,1.25,0.75,0.75,521ee698_3
10,4,4,2,1.5,7.5,521ee698_4_rand5
1,1,1,1,0,0,521ee698_5
2,3,4,1,2,2.7,d830b682_0
2,3,2,7,0,0.75,d830b682_1_rand5
1.5,3,1.5,1,0.75,0.75,d830b682_2
1,1,1,0,0,0,d830b682_3
12,3,3,1.0,0.0,0.67,d830b682_4
1.5,3,1.5,1,0.75,0.75,d830b682_5
12,7,9,1,0,0.75,d830b682_6_rand2
1.0,1.0,1.0,1.0,1.0,1.0,d830b682_7
2.0,3,1.5,0.75,0.75,0.75,23a72a8a_0
12,8,10,1,4,4.7,f6c1d968_0
1.0,1.0,1.0,1.0,1.0,1.0,f6c1d968_1
2,3,8,2,0,1.0,f6c1d968_2
1.0,2.0,2.0,1.0,1.0,2.7,f6c1d968_3
8,3,1.5,0.75,0.75,0.75,f6c1d968_4
8,3,4,2,1.25,1.25,f6c1d968_5
1.0,3.0,2.0,2.0,1.0,2.7,f6c1d968_6
1.0,1.0,1.0,1.0,1.0,1.0,f6c1d968_7
3,2,4,2,2,2.3,b012fa89_0
3,2,4,1,2,2.3,b012fa89_1
8,3,2,2,-1,4.0,b012fa89_2
2.5,3,1.5,0.75,0.75,0.75,b012fa89_3
1,1,1,1,0,0,b012fa89_4
1.0,1.0,1.0,1.0,1.0,1.0,b012fa89_5_rand1
4,6,9,1,2,2.5,f5d22474_0
8,13,9,1,0,1.0,f5d22474_1
8,2,4,1,2,2.7,f5d22474_2_rand1
1,3,2,5,1,2.25,f5d22474_3
8,2,8,1,2,2.5,f5d22474_4_rand2
4,6,4,4,3,6.7,f5d22474_5
2,2,4,1,2,2.7,f5d22474_6
8,2,8,1,2,2,61b77d4f_0
1,1,1,1,0,0,61b77d4f_1
1,1,2,1,0,0.75,61b77d4f_2
1,1,2,1,0,0,61b77d4f_3_rand1
1.0,3.0,2.0,1.0,1.0,2.5,61b77d4f_4
12,14,9,12,2,4.0,61b77d4f_5
3,2,4,1,2,2.7,f8b231af_0
2,2,1,7,0,0.75,f8b231af_1
8,2,4,2,2,3.2,61cf19dc_0
2,2,4,1,2,3.0,61cf19dc_1
4.5,3,2.5,1.0,0.75,0.75,61cf19dc_2
1,1,1,0,0,0,61cf19dc_3_rand5
2,4,2.5,1.5,0.75,0.75,61cf19dc_4
2,3,4,4,2,2.5,61cf19dc_5
1,1,1,1,0,0,61cf19dc_6
2,2,4,1,2,2.7,61cf19dc_7_rand5
12,7,8,1,2,2.5,61cf19dc_8
1.0,1.0,1.0,1.0,1.0,1.0,61cf19dc_9
12,6,8,1,2,4.75,61cf19dc_10_rand5
12,7,10,2,4,6.7,fe59e8fa_0
1.0,1.0,1.0,1.0,1.0,1.0,fe59e8fa_1
1.5,3,2.5,0.75,0.75,0.75,29ec8f44_0
12,7,9,1,2,2.5,29ec8f44_1
1.5,3,1.5,0.75,0.75,0.75,29ec8f44_2_rand5
10,3,2,2,1.5,6.7,29ec8f44_3
12,7,9,2,2,4.0,b4209559_0
12,1.5,1.0,1.0,0.5,0.2,b4209559_1
8,3,1.5,0.75,0.75,0.75,8a3e639e_0
12,7,9,1,2,2.5,8a3e639e_1_rand1
12,7,9,2,2,4.0,8a3e639e_2
12,4,9,1,2,4.0,8a3e639e_3_rand3
2,3,4,2,2,2,8a3e639e_4
1,4,8,2,2,4.0,8a3e639e_5
2,4,9,7,2,6.75,8a3e639e_6
1,12,10,1,2,2,8a3e639e_7
1.0,3.0,3.0,2.0,1.0,3.5,8a3e639e_8
1.0,1.0,1.0,1.0,1.0,1.0,8a3e639e_9
12,2,10,1,0,1.0,51180c5d_0
2.0,4,1.0,1.0,0.75,0.75,cb5f1bc1_0
1.0,3.0,3.0,2.0,1.0,3.0,cb5f1bc1_1
10,4,6,3,1.25,0.75,cb5f1bc1_2
1.5,3,1.2,0.8,0.75,0.75,cb5f1bc1_3_rand2
1,1,1,1,0,0,cb5f1bc1_4
1.5,3,4,2,1.25,0.75,cb5f1bc1_5
1.0,3.0,3.0,2.0,1.0,3.0,cb5f1bc1_6
1,1,1,2,0,0,cb5f1bc1_7
1.0,3.0,2.0,2.0,1.0,2.5,cb5f1bc1_8
1.0,3.0,3.0,2.0,1.0,3.0,cb5f1bc1_9
1.0,3.0,3.0,2.0,1.0,3.0,cb5f1bc1_10
1.0,3.0,2.0,2.0,1.0,3.0,cb5f1bc1_11
1.0,1.0,1.0,1.0,1.0,1.0,cb5f1bc1_12
3,2,8,2,2,3.0,28383f0a_0
2,1,2,3,0,1.0,28383f0a_1
9,2,9,1,0,1.0,9d93001b_0
12,2.5,1.5,1.0,1.0,1.2,55cd8198_0
12,2,9,7,2,4.0,fb0cec82_1
1,1,1,1,0,0,fb0cec82_2
8,13,9,1,0,1.0,fb0cec82_3
8,8,10,1,2,2,fb0cec82_4
9,4,3,2,0.87,0.87,fb0cec82_5_rand2
1,1,1,1,0,0,fb0cec82_6
1.0,1.0,1.0,1.0,1.0,1.0,fb0cec82_7
1.0,3.0,2.0,2.0,1.0,3.0,fb0cec82_8
2,1,2,1,0,2,fc2f8d88_0
12,7,10,1,3,4.7,fc2f8d88_1
1,1,1,0,0,0,cc7205e2_0
2,2,4,1.5,1,1.5,cc7205e2_1
2,3,3,2,1.5,3.25,cc7205e2_2_rand2
1,2,2,1,1,2,cc7205e2_3
1.5,3,2.5,0.75,0.75,0.75,cc7205e2_4_rand1
1.0,1.0,1.0,1.0,1.0,1.0,cc7205e2_5
9,2,9,7,2,4.0,21ae50e9_0
8,2,4,2,2,2.0,21ae50e9_1
1.0,1.0,1.0,1.0,1.0,1.0,21ae50e9_2
2,8,8,1,0,1.0,21ae50e9_3_rand5
12,7,10,1,4,4.75,21ae50e9_4
1,3,2,1,1,1.0,58678cb2_0
1.5,3,1.2,0.75,0.75,0.75,58678cb2_1
1,1,1,1,0,0,58678cb2_2_rand3
1,12,9,7,2,2.5,6655a889_0
8,2,8,1,2,4.0,6655a889_1
8,6,8,2,1.5,1.5,6655a889_2
2,4,6,1.0,1,1.0,6655a889_3_rand3
1.5,3,1.2,0.75,0.75,0.75,6655a889_4
1,1,1,1,0,0,6655a889_5_rand5
1,1,1,0.5,0,0.75,6655a889_6
1.0,1.0,1.0,1.0,1.0,1.0,6655a889_7
1,3,4,2,2,4.0,6655a889_8
1,1,1,1,0,0,6655a889_9
1.0,1.0,1.0,1.0,1.0,1.0,6655a889_10_rand1
12,2.5,1.5,1.0,1.0,1.2,55cd8198_0
2,3,4,2,2,2.3,55cd8198_1_rand1
2,2,4,1,2,2.7,55cd8198_2
2,2,4,1,2,2.75,55cd8198_3_rand4
8,2,8,1,2,2.5,55cd8198_4
10,3,2.5,0.7,1.2,0.87,55cd8198_5_rand1
12,14,9,12,2,2.5,55cd8198_6
8,3,4,2,1.5,6.75,55cd8198_7
1.0,1.0,1.0,1.0,1.0,1.0,55cd8198_8
1.5,3,2.5,1.0,1.8,1.8,285d1d17_0
10,6,9,4,1.5,7.5,cabb1a58_0
2,2,4,1,2,2,cabb1a58_1
2.0,6.0,6.0,4.0,1.0,7.0,cabb1a58_2
1,1,1,1,0,0,cabb1a58_3
1,2,2,1,0,0,cabb1a58_4
1,2,2,1,0,0,cabb1a58_5_rand1
9,2,9,7,2,3.75,9c69bf09_0
12,7,9,2,2,4.0,9c69bf09_1
1,12,9,7,2,2.5,9c69bf09_2
8,2,4,2,2,2.5,9c69bf09_3_rand2
1.5,3,2.5,1.0,0.75,0.75,9c69bf09_4
2,4,2.5,2,0.75,0.75,9c69bf09_5
2.5,3,1.5,1.0,0.75,0.75,9c69bf09_6_rand2
,,,,,,9c69bf09_7
1,1,1,1,0,0,9c69bf09_8
1.5,3,8,4,2,2.7,9c69bf09_9_rand5
3,2,4,1,2,2.7,98a47d2b_0
10,4,3,2,0.75,0.75,98a47d2b_1
8,2,8,1,0,1.0,98a47d2b_2
1,3,3,2,1,3.9,98a47d2b_3
1.0,1.0,1.0,1.0,1.0,1.0,98a47d2b_4
1,1,6,1,0,0.75,2e03adf1_0
4,6,2,4,1.0,1.0,2e03adf1_1
3,2,4,2,2,2.5,2e03adf1_2_rand2
2,3,2,1,1,1.0,2e03adf1_3
3,3,4,1,2,2.7,2e03adf1_4
1.0,3.0,3.0,2.0,1.0,3.5,2e03adf1_5
2,3,4,2,2,2.5,2e03adf1_6_rand4
1.0,1.0,1.0,1.0,1.0,1.0,2e03adf1_7
1.0,3.0,2.0,1.0,1.0,2.5,2e03adf1_8
1,1,1,1,0,0,2e03adf1_9
1,1,1,1,0,0,2e03adf1_10_rand3
1,1,1,2,0,0,2e03adf1_11
1.0,1.0,1.0,1.0,1.0,1.0,2e03adf1_12
8,3,2.5,1.0,1.5,1.5,2e03adf1_13_rand2
1.5,3,2.5,1.2,0.67,0.67,de08f65e_0
2.5,4,2.2,0.75,0.75,0.75,de08f65e_1
12,2,8,1,0,0,de08f65e_2_rand1
1,3,2,1,0,0,de08f65e_3
1,1,1,1,0,0,de08f65e_4
1,1,1,1,0,0,de08f65e_5_rand5
10,6,7,4,1.5,0.87,de08f65e_6
12,2,10,7,2,4.7,de08f65e_7_rand2
1.0,3.0,2.0,1.0,1.0,2.5,de08f65e_8
1,3,2,1,0,0,eae34a52_0
2,2,4,1,2,2,5adfa3f1_0
1.0,1.0,1.0,1.0,1.0,1.0,5adfa3f1_1
12,7,9,2,0,1.0,5adfa3f1_2
6,2,4,1,2,2.7,4bd55c35_0
1.0,3.0,2.0,1.0,1.0,2.5,4bd55c35_1
1.0,1.0,1.0,1.0,1.0,1.0,4bd55c35_2
1,1,1,1,0,0,4bd55c35_3
12,7,9,2,2,5.0,94c5b2f8_0
2.0,4,1.0,0.5,0.5,0.5,94c5b2f8_1_rand5
8,2,8,1,0,1.0,94c5b2f8_2
2,4,8,5,2,6.75,94c5b2f8_3
1.0,1.0,1.0,1.0,1.0,1.0,94c5b2f8_4
2.0,4,4.0,1.0,1.0,7.0,94c5b2f8_5_rand4
2.0,3,2.5,1.0,1.5,2.7,94c5b2f8_6
1.0,1.0,1.0,1.0,1.0,1.0,94c5b2f8_7
1.0,1.0,1.0,1.0,1.0,1.0,94c5b2f8_8_rand4
8,2,8,1,2,4.0,338cf8be_0
1,1,1,1,0,0,338cf8be_1_rand5
1.5,4,2.5,1.0,0.75,0.75,338cf8be_2
1,1,1,1,0,0,338cf8be_3
1.0,1.0,1.0,1.0,1.0,1.0,43cbcf11_0
1.0,1.0,1.0,1.0,1.0,1.0,43cbcf11_1
1.0,1.0,1.0,1.0,1.0,1.0,43cbcf11_2
2,3,3,4,2,2.5,a6d43471_0
10,6,7,4,0.75,0.75,a6d43471_1_rand1
9,3,4,2,1,1.2,a6d43471_2
1.0,1.0,1.0,1.0,1.0,1.0,a6d43471_3
1.0,1.0,1.0,1.0,1.0,1.0,a6d43471_4
2,3,6,6,0,1.0,dcd6a849_0
2,3,4,4,2,3.25,dcd6a849_1_rand3
1,12,9,7,2,2.5,19de2679_0
1.5,3,4,2,1.5,0.75,19de2679_1
2,6,9,1.0,1,5.0,19de2679_2_rand1
1.0,1.0,1.0,1.0,1.0,1.0,19de2679_3
2,1,1.5,1.0,1.0,2.5,19de2679_4
2,2,1,1,0,0,8b75dd22_0
2,2,1,1,0,1.0,8b75dd22_1
1.5,3,1.5,0.75,0.75,0.75,8b75dd22_2
1,1,1,1,0,0,8b75dd22_3_rand4
8,6,4,3,1.5,4.0,8b75dd22_4
1.0,3.0,2.0,1.0,1.0,2.5,8b75dd22_5_rand3
1.0,3.0,3.0,2.0,1.0,3.0,8b75dd22_6
1,12,9,1,0,0,8b75dd22_7_rand1
1.0,1.0,1.0,1.0,1.0,1.0,8b75dd22_8
8,1,8,1,0,0,5c79d945_0
8,3,2.5,0.75,0.75,0.75,5c79d945_1
1,3,2,3,1,2.25,5c79d945_2
2,3,2,5,1,4.1,5c79d945_3
2,4,2.5,1.0,1.25,0.85,5c79d945_4
12,2,10,7,4,6.7,5c79d945_5_rand4
2,4,9,1.2,1.5,8.2,5c79d945_6
1.0,1.0,1.0,1.0,1.0,1.0,5c79d945_7
1.0,3.0,4.0,2.0,2.0,4.0,5c79d945_8_rand5
1,1,1,8,0,0,5c79d945_9
1,1,1,1,0,0,5c79d945_10_rand2
1,1,1,8,0,0,5c79d945_11
2,3,4,1,2,2.5,119f9af0_0
12,2,10,7,2,4.0,119f9af0_1_rand5
8,7,8,2,4,4.75,119f9af0_2
1.5,3,4,2,1.5,0.75,119f9af0_3
1,2,2,1,1,1.0,119f9af0_4
1.0,3.0,2.0,2.0,1.0,2.7,119f9af0_5_rand5
1.0,1.0,1.0,1.0,1.0,1.0,119f9af0_6
1,1,1,1,0,0,119f9af0_7
1.0,1.0,1.0,1.0,1.0,1.0,119f9af0_8
1,1,1,1,0,0,119f9af0_9
10,4,9,2,1.5,1.5,119f9af0_10
9,2,9,1,0,1.0,ff379ced_0
8,2,7,1,2,2.5,ff379ced_1
1,2,2,1,0,0,ff379ced_2
1,2,2,1,0,0,ff379ced_3
2,4,3,3,1,1.0,ff379ced_4
1,1,1,1,0,0,ff379ced_5
1,1,1,0,0,0,ff379ced_6_rand3
12,2,10,1,0,1.0,ce3c8734_0
1,1,1,1,0,0,ce3c8734_1
1,12,10,1,4,7.5,ce3c8734_2_rand4
1,1,1,1,0,0,ce3c8734_3
3,2,4,1,2,2.7,2f90f513_0
8,2,4,1,2,2.5,2f90f513_1
1,1,1,1,0,0,2f90f513_2_rand3
2,4,3,2,2,3.25,2f90f513_3
2,1,2,3,0,1.0,2f90f513_4_rand1
1,1,1,1,0,0,2f90f513_5
1.0,1.0,1.0,1.0,1.0,1.0,2f90f513_6
3.5,4,2.5,1.0,0.75,0.75,18256756_0
2,4,4,2,1.5,1.5,18256756_1_rand4
1,1,1,1,0,0,18256756_2
1.5,3,1.2,0.75,0.75,0.75,18256756_3_rand2
1,1,1,1,0,0,18256756_4
2,3,4,1,2,2.7,825373c4_0
2,3,2,1.2,1.5,1.3,825373c4_1
2,3,2,1.5,1,2.2,825373c4_2_rand3
1.0,3.0,2.0,1.0,1.0,2.5,825373c4_3
1.0,1.0,1.0,1.0,1.0,1.0,825373c4_4_rand5
1.0,3.0,2.0,2.0,1.0,2.5,825373c4_5
2,3,4,1,2,2.7,825373c4_6
1.0,3.0,3.0,2.0,2.0,3.0,825373c4_7
8,13,8,1,0,0,d2934349_0
8,12,10,1,4,7.5,d2934349_1
8,7,8,1,2,2,d2934349_2
12,2,8,1,4,7.5,d2934349_3
1.0,1.0,1.0,1.0,1.0,1.0,d2934349_4_rand2
1,1.5,1.0,1.0,1.0,1.0,3165df78_0
1.5,3,1.2,0.8,0.75,0.75,3165df78_1
2,12,9,1,1,8.75,3165df78_2_rand5
1,1,1,1,0,0,3165df78_3
1,1,1,1,0,0,3165df78_4
1.0,1.0,1.0,1.0,1.0,1.0,3165df78_5
1.5,3,2.5,1.0,0.8,1.3,3165df78_6_rand3
9,2,4,2,2,2.3,0e29ea04_0
3.5,4,2.5,1.0,0.75,0.75,0e29ea04_1
12,8,9,1,0,1.0,0e29ea04_2
1.0,3.0,2.0,1.0,1.0,2.5,0e29ea04_3
2,3,4,2,2,2.7,0e29ea04_4_rand1
1.0,1.0,1.0,1.0,1.0,1.0,f1b103a5_0
2,3,4,2,2,2,f1b103a5_1
2,3,4,2,2,2.5,f1b103a5_2
1,1,1,1,0,0,f1b103a5_3
9,2,4,1,2,2.7,34dd7437_0
1,2,2,1,0,0,34dd7437_1
2,1,2,1,0,1.0,34dd7437_2
1,1,1,0,0,0,34dd7437_3
1.0,3.0,2.0,2.0,1.0,3.0,34dd7437_4
1.0,3.0,2.0,2.0,1.0,3.0,34dd7437_5_rand5
8,6,7,1.0,0.75,0.75,34dd7437_6
1.0,1.0,1.0,1.0,1.0,1.0,34dd7437_7_rand1
6,6,9,1,0,1.0,0fc569ce_0
9,2,9,1,0,1.0,0fc569ce_1
12,7,9,2,0,0.75,0fc569ce_2
1.0,1.0,1.0,1.0,1.0,1.0,0fc569ce_3_rand5
2,3,4,2,2,2.7,0fc569ce_4
1.0,3.0,3.0,2.0,1.0,3.3,0fc569ce_5_rand5
8,2,8,1,2,2.5,ed9e2c94_0
8,2,4,2,2,2.7,ed9e2c94_1
2,4,7,1,2,7.0,ed9e2c94_2
2,2,4,2,2,2,ed9e2c94_3
2,4,4,2,2,2,ed9e2c94_4_rand1
12,6,6,7,0.8,7.0,ed9e2c94_5
1,1,1,1,0,0,ed9e2c94_6_rand5
12,2,9,1,2,3.0,8e24304a_0
9,6,7,4,1.5,0.87,8e24304a_1_rand5
2,2,4,1,2,2.7,8e24304a_2
2,2,4,2,2,2,8e24304a_3_rand3
12,14,9,1,2,2.5,3be10d34_0
1.5,3,1.2,0.8,0.75,0.75,3be10d34_1
1.5,3,1.2,1.0,0.75,0.75,3be10d34_2_rand4
4,22,7,1.0,2,2.7,96ceef1d_0
9,2,4,2,2,2.3,96ceef1d_1_rand4
2,2,4,1,2,3,96ceef1d_2
1,1,1,1,0,0,96ceef1d_3
1,3,4,1,2,2.7,96ceef1d_4_rand4
2.0,4,6,1.0,1.5,7.5,96ceef1d_5
8,3,2.5,1.0,0.75,0.75,96ceef1d_6_rand2
8,4,7,3,1.5,7.5,96ceef1d_7
8,3,2,3,1.5,6.7,96ceef1d_8
1,1,1,1,0,0,96ceef1d_9
10,6,7,4,1.5,7.5,96ceef1d_10_rand1
1.0,1.0,1.0,1.0,1.0,1.0,96ceef1d_11
1.0,1.0,1.0,1.0,1.0,1.0,96ceef1d_12_rand5
1.0,1.0,1.0,1.0,1.0,1.0,96ceef1d_13
2,8,7,1,2,3.67,50d5dca3_0
10,4,7,2,1.25,0.75,50d5dca3_1_rand5
,,,,,,50d5dca3_2
9,3,2.5,1.0,0.75,0.75,50d5dca3_3_rand1
8,14,9,1,0,0.75,50d5dca3_4
12,8,8,1,2,2.5,50d5dca3_5
1,1,1,1,0,0,50d5dca3_6
1.5,3,1.2,0.75,0.75,0.75,50d5dca3_7_rand4
1,2,2,1,0,0,50d5dca3_8
2,4,2.5,1.5,0.75,0.75,4730c67e_0
8,2,8,1,2,2,4730c67e_1
10,6,7,4,1.5,7.5,4730c67e_2
1,1,1,1,0,0,4730c67e_3
8,2,8,2,2,4.0,4730c67e_4
8,2,4,2,2,2.5,4730c67e_5
8,2,4,2,2,3.0,4730c67e_6
2,3,4,1,2,2.7,4730c67e_7
1.5,4,4.5,3,0.75,0.75,8725ab9b_0
1,12,10,1,4,7.5,8725ab9b_1
1,12,10,1,4,7.0,8725ab9b_2
1.0,3.0,3.0,2.0,1.0,3.5,8725ab9b_3
1.0,1.0,1.0,1.0,1.0,1.0,8725ab9b_4
1.0,1.0,1.0,1.0,1.0,1.0,8725ab9b_5
1.0,3.0,2.0,2.0,1.0,2.5,8725ab9b_6
1.0,1.0,1.0,1.0,1.0,1.0,8725ab9b_7
1.5,3,4,2,0.75,0.75,8725ab9b_8
9,1.0,1.0,1.0,1.0,1.0,a3f8fd69_0
9,1.0,1.0,1.0,1.0,1.0,a3f8fd69_1_rand1
2,2,4,2,2,2,a3f8fd69_2
8,22,7,1,1,1.0,a3f8fd69_3_rand2
8,13,6,1.0,1.23,1.23,a3f8fd69_4
8,3,2.5,1.0,0.75,0.75,a3f8fd69_5
8,6,6,4,1.5,7.5,a3f8fd69_6_rand4
8,3,2,1,1.0,1.0,a3f8fd69_7
1,1,1,1,0,0,a3f8fd69_8_rand2
