material,pawn_structure,mobility,king_safety,tempo,total,position_id
0.3,0.1,0.4,-0.2,0.2,0.8,85b13052_0
0.3,0.1,0.4,-0.2,0.2,0.8,85b13052_1_rand4
2.0,0.25,0.75,0.5,0.25,1.75,85b13052_2
0.25,-0.1,0.75,-0.5,0.4,0.8,85b13052_3
1.5,0.25,0.75,0.25,0.5,3.25,921975e8_0
0.1,0.2,0.3,0.0,0.1,0.3,2006b3c0_0
0.1,-0.1,-0.2,0.0,-0.1,-0.2,2006b3c0_1_rand4
0.1,0.05,0.2,0.0,0.15,0.5,2006b3c0_2
0.1,0.05,-0.15,0.0,-0.05,-0.05,2006b3c0_3
0.0,0.1,-0.2,0.0,-0.1,-0.2,2006b3c0_4_rand4
0.1,0.2,-0.3,0.0,-0.2,-0.2,2006b3c0_5
0.3,0.1,0.4,-0.2,0.2,0.8,2006b3c0_6
2.5,0.25,1.0,0.5,0.75,2.0,2006b3c0_7
0.1,0.2,0.3,0.0,0.1,0.3,43b5bd56_0
0.1,0.05,0.2,0.0,0.15,0.5,43b5bd56_1_rand1
0.3,-0.1,0.4,-0.2,0.2,0.6,43b5bd56_2
1.5,0.25,0.75,0.5,0.5,1.25,43b5bd56_3
1.5,0.25,0.75,0.5,0.5,3.5,43b5bd56_4
0.3,0.1,0.4,-0.2,0.2,0.8,34fd71d8_0
0.5,-0.2,-0.3,-0.4,-0.1,-0.5,34fd71d8_1_rand5
0.1,0.05,-0.2,0.0,-0.1,-0.15,34fd71d8_2
0.25,-0.25,0.75,0.5,0.5,0.75,34fd71d8_3_rand2
-2.5,-0.25,-0.5,0.5,0.0,-2.75,34fd71d8_4
2.0,0.25,0.5,-1.5,0.25,1.5,34fd71d8_5
0.3,-0.1,0.4,-0.2,0.1,0.5,3a52c5b5_0
0.1,0.0,-0.2,-0.1,-0.1,-0.2,3a52c5b5_1_rand5
0.3,0.1,0.4,0.0,0.2,1.0,3130495f_0
0.1,-0.1,-0.2,0.2,-0.1,-0.1,3130495f_1
0.3,0.1,0.4,-0.2,0.1,0.7,3130495f_2
1.5,0.25,0.75,0.25,0.5,2.25,3130495f_3
1.5,0.25,0.75,-0.25,0.25,1.5,3130495f_4
0.25,-0.25,0.75,0.5,0.5,0.75,3130495f_5_rand3
2.0,0.25,0.75,-1.0,0.5,2.5,3130495f_6
0.1,0.05,0.2,0.0,0.15,0.5,d51e98e6_0
0.3,0.1,0.4,0.0,0.2,1.0,d51e98e6_1
0.3,0.1,0.4,-0.2,0.2,0.8,d51e98e6_2
0.25,-0.1,-0.3,-0.2,-0.15,-0.5,d51e98e6_3
0.25,-0.25,0.75,0.5,0.5,0.75,d51e98e6_4_rand2
0.1,0.2,-0.3,0.0,-0.1,-0.1,8476d12c_0
0.1,0.2,-0.3,0.0,-0.1,-0.1,8476d12c_1
1.5,0.25,0.75,0.5,0.25,1.25,8476d12c_2
1.5,0.25,0.75,0.25,0.5,3.25,8476d12c_3_rand4
-2.0,-0.25,0.5,-0.5,0.25,-2.0,8476d12c_4
1.5,0.25,0.75,0.5,0.5,1.5,8476d12c_5
0.1,0.05,0.2,0.0,0.15,0.5,36fdce78_0
0.0,-0.25,-0.25,0.0,-0.25,-0.5,36fdce78_1_rand3
-0.25,0.0,0.5,0.25,0.0,0.0,36fdce78_2
0.5,-0.2,-0.3,-0.4,-0.1,-0.5,36fdce78_3_rand4
0.1,-0.1,-0.2,0.0,-0.1,-0.2,36fdce78_4
1.5,0.25,0.75,-0.25,0.5,2.75,36fdce78_5
0.5,0.25,1.0,1.5,0.75,1.0,36fdce78_6_rand3
0.0,0.05,0.15,0.0,0.05,0.25,ced84144_0
0.25,-0.1,-0.2,0.3,-0.15,-0.05,ced84144_1
-2.0,-0.25,0.5,-1.0,0.25,-2.5,ced84144_2
-2.5,-0.5,-1.0,-0.5,-0.5,-5.0,ced84144_3_rand4
0.25,-0.25,0.75,-1.0,0.5,0.25,ced84144_4
1.5,0.25,0.75,0.25,0.5,1.25,ced84144_5_rand5
1.5,0.25,0.5,-0.25,0.25,1.25,ced84144_6
-0.2,-0.1,-0.3,0.1,-0.1,-0.4,ced84144_7
-4.0,-0.5,-0.5,-2.0,0.5,-6.5,ced84144_8
2.5,0.0,0.25,-0.5,0.0,2.25,ced84144_9
0.25,-0.5,-1.0,-2.0,-0.75,-3.0,ced84144_10_rand5
0.25,-0.1,-0.2,0.0,-0.1,-0.15,a3f13466_0
0.75,0.25,0.5,0.25,0.5,0.56,1aec5b5f_0
0.25,-0.1,-0.2,-0.15,-0.1,-0.3,1aec5b5f_1
1.5,0.2,0.75,0.1,0.5,1.05,1aec5b5f_2_rand1
0.25,-0.25,0.75,0.5,0.5,0.75,1aec5b5f_3
0.75,-0.25,-0.25,-0.5,-0.25,-0.25,1aec5b5f_4
0.75,0.25,0.5,0.0,0.25,1.75,62e8ff36_0
1.5,0.25,0.75,0.25,0.5,3.25,62e8ff36_1
2.0,0.5,0.75,-2.0,1.0,2.25,62e8ff36_2
0.25,0.1,0.3,0.0,0.15,0.8,2c9aa698_0
1.5,0.25,0.75,0.25,0.5,1.25,2c9aa698_1
0.25,-0.25,0.75,0.5,0.5,0.75,2c9aa698_2_rand5
0.25,-0.25,-0.25,0.0,-0.25,-0.5,f4135b36_0
0.3,0.1,0.4,0.0,0.2,1.0,f4135b36_1_rand3
-0.25,-0.1,0.75,-1.0,0.5,0.4,f4135b36_2
2.0,0.25,0.75,0.25,0.5,1.75,f4135b36_3
0.1,-0.2,-0.1,0.0,-0.05,-0.25,f4135b36_4_rand1
-0.5,-0.25,-0.75,-1.0,-0.5,-3.0,f4135b36_5
0.1,0.2,-0.3,0.0,-0.1,-0.1,88001dfe_0
0.3,-0.1,0.2,0.0,0.1,0.5,88001dfe_1
0.25,0.1,0.3,0.0,0.15,0.8,88001dfe_2
0.3,0.1,0.4,0.0,0.2,1.0,88001dfe_3
0.1,0.2,-0.3,0.0,-0.1,-0.1,88001dfe_4
0.3,0.1,0.4,-0.1,0.2,0.4,88001dfe_5
2.0,0.25,1.0,0.75,0.5,1.5,88001dfe_6
2.5,0.2,1.0,0.8,0.5,2.0,88001dfe_7_rand4
0.25,-0.5,-1.0,-1.5,-0.5,-2.25,88001dfe_8
0.1,-0.1,-0.2,0.0,-0.1,-0.2,c126487c_0
0.25,-0.1,-0.3,0.0,-0.1,-0.25,c126487c_1_rand2
0.25,-0.25,-0.5,0.0,-0.25,-0.25,c126487c_2
-0.25,-0.1,0.75,-1.0,0.5,0.4,c126487c_3
0.3,0.1,0.4,-0.1,0.2,0.4,d2df6955_0
0.1,0.05,-0.2,-0.1,-0.15,-0.3,d2df6955_1
0.1,0.2,-0.3,-0.2,-0.1,-0.3,d2df6955_2_rand2
0.1,-0.1,-0.2,0.0,-0.1,-0.2,d2df6955_3
1.5,0.25,0.75,0.25,0.5,2.25,d2df6955_4_rand1
0.25,-0.25,0.75,-1.0,0.5,0.25,d2df6955_5
2.0,0.25,0.75,-0.25,0.25,3.0,d2df6955_6
0.25,-0.25,0.75,-1.0,0.5,0.25,d2df6955_7
0.3,0.1,0.4,-0.2,0.2,0.8,3d281c96_0
0.3,0.1,0.4,0.0,0.2,1.0,69205bc0_0
1.5,0.25,0.75,0.25,0.5,2.25,69205bc0_1
0.1,-0.1,-0.2,0.0,-0.1,-0.2,13983ac4_0
0.1,0.2,-0.3,0.0,-0.1,-0.1,13983ac4_1
0.3,0.1,0.4,0.0,0.2,1.0,13983ac4_2
0.3,0.1,0.4,0.0,0.2,1.0,13983ac4_3
-0.5,-0.25,-0.75,-1.0,-0.5,-2.0,13983ac4_4
2.0,0.25,0.75,-0.25,0.5,3.25,13983ac4_5_rand5
2.5,0.25,0.75,0.5,0.5,1.75,13983ac4_6
-0.25,-0.1,0.75,-1.0,0.6,0.0,13983ac4_7
0.5,-0.25,-0.25,0.0,-0.25,-0.25,13983ac4_8
0.5,-0.25,-0.25,0.0,-0.25,-0.25,13983ac4_9_rand2
1.5,0.25,0.5,0.25,0.25,2.75,13983ac4_10
5.0,0.25,0.5,-0.25,0.0,5.5,13983ac4_11
0.75,-0.25,-0.25,0.25,-0.25,0.25,13983ac4_12
0.1,0.2,0.2,0.0,0.1,0.2,3acb0b94_0
0.3,0.1,0.4,0.0,0.2,1.0,3acb0b94_1_rand5
0.3,0.1,0.4,0.2,0.1,1.1,3acb0b94_2
2.0,0.25,0.75,-0.5,0.25,2.75,3acb0b94_3
0.25,-0.25,0.75,-1.0,0.5,0.25,3acb0b94_4_rand1
1.5,0.25,0.75,0.5,0.25,1.25,3acb0b94_5
0.25,0.1,0.3,-0.1,0.15,0.7,c1889016_0
0.25,-0.25,-0.25,0.25,-0.25,-0.25,c1889016_1_rand5
0.0,-0.25,-0.5,0.25,-0.25,-0.25,c1889016_2
0.1,-0.1,-0.2,0.0,-0.1,-0.3,c1889016_3_rand4
0.1,-0.2,0.1,-0.3,-0.1,-0.2,c1889016_4
0.1,-0.1,-0.2,0.2,-0.1,-0.1,c1889016_5
0.25,-0.5,0.75,-0.25,0.5,0.75,c1889016_6_rand4
0.25,-0.25,0.75,0.5,0.5,0.75,c1889016_7
1.5,0.2,0.7,0.3,0.4,1.1,c1889016_8_rand3
0.0,-0.25,-0.25,0.0,-0.25,-0.75,26ae020a_0
0.3,0.15,0.4,0.1,0.25,1.2,26ae020a_1
0.0,-0.25,-0.25,0.0,-0.25,-0.5,26ae020a_2_rand3
0.3,0.1,0.4,0.1,0.2,1.1,26ae020a_3
0.3,0.1,0.4,0.0,0.2,1.0,26ae020a_4_rand2
0.75,0.25,0.5,0.25,0.5,1.25,26ae020a_5
-0.5,-0.75,-1.0,-1.5,-0.75,-4.5,26ae020a_6
0.25,-0.25,0.75,-0.5,0.5,0.75,26ae020a_7
0.25,-0.1,0.75,-0.5,0.4,0.8,26ae020a_8
0.25,-0.25,0.75,-0.5,0.5,0.75,26ae020a_9
2.5,0.5,1.0,1.0,0.5,5.5,26ae020a_10_rand1
0.1,0.2,0.2,0.0,0.1,0.2,accfed75_0
0.1,-0.2,0.1,-0.3,-0.1,-0.4,accfed75_1
-0.5,-0.25,0.75,-1.0,0.5,-0.5,accfed75_2
2.5,0.25,0.75,0.5,0.5,1.75,accfed75_3
0.1,0.05,0.2,0.0,0.15,0.5,4e420542_0
0.25,0.1,0.3,0.0,0.15,0.8,4e420542_1
0.3,0.1,0.4,0.0,0.2,1.0,4e420542_2
0.1,-0.1,-0.2,0.0,-0.1,-0.2,4e420542_3
0.3,0.1,0.2,0.0,0.1,0.7,e6117749_0
0.25,0.1,0.75,0.5,0.4,0.75,a0598373_0
0.0,0.05,0.1,0.0,0.05,0.2,0d520eb1_0
0.2,-0.1,0.3,0.0,0.1,0.5,0d520eb1_1
-0.25,-0.1,0.75,0.6,0.5,0.5,0d520eb1_2
1.5,0.25,0.75,0.25,0.5,1.25,0d520eb1_3_rand5
0.3,0.1,0.4,0.2,0.1,0.3,0d520eb1_4
0.5,-0.2,0.7,-0.3,0.4,0.6,0d520eb1_5
0.3,-0.1,-0.2,0.0,-0.1,-0.1,6f177a60_0
1.5,0.25,0.75,0.5,0.25,1.25,6f177a60_1_rand5
1.5,0.25,0.75,0.25,0.5,1.25,6f177a60_2
1.5,0.25,0.75,0.5,0.5,1.5,6f177a60_3
2.0,0.5,1.0,0.75,0.5,1.75,6f177a60_4_rand2
2.0,0.5,1.0,0.75,0.5,1.75,6f177a60_5
0.25,-0.25,0.75,0.5,0.5,0.75,6f177a60_6_rand4
0.25,-0.1,-0.3,-0.2,-0.15,-0.5,a4135007_0
2.0,0.25,0.75,0.5,0.5,4.0,a4135007_1
1.5,0.25,0.75,0.5,0.5,3.5,a4135007_2
0.1,0.05,0.2,0.0,0.15,0.5,6c5d6d8f_0
0.3,0.1,0.4,-0.1,0.2,0.4,6c5d6d8f_1
0.1,0.05,-0.2,0.0,-0.1,-0.15,6c5d6d8f_2_rand3
2.5,0.5,1.0,-1.5,0.5,2.0,6c5d6d8f_3
-2.5,-0.25,-0.5,-1.0,-0.25,-4.5,6c5d6d8f_4
1.5,0.2,0.5,0.3,0.2,0.9,6c5d6d8f_5
-0.2,0.1,-0.3,0.0,-0.2,-0.6,d145a476_0
0.3,0.1,0.4,-0.1,0.2,0.4,1deeb714_0
0.25,-0.1,0.75,0.5,0.4,0.8,1deeb714_1
2.0,0.25,0.75,-0.25,0.5,3.25,1deeb714_2_rand5
0.25,-0.1,-0.2,0.0,-0.1,-0.15,05897f29_0
0.25,-0.1,-0.2,0.3,-0.15,-0.05,958afa58_0
0.25,0.1,0.3,0.0,0.15,0.8,958afa58_1
-0.2,0.1,-0.15,0.0,-0.1,-0.35,958afa58_2
0.1,0.2,-0.15,0.0,-0.05,0.1,958afa58_3
0.25,-0.1,-0.2,0.0,-0.1,-0.15,958afa58_4
-0.3,0.1,0.4,0.3,0.2,0.2,958afa58_5_rand4
-0.25,-0.25,-0.5,-0.5,-0.25,-1.0,958afa58_6
1.5,0.25,0.75,-0.5,0.5,2.5,958afa58_7_rand1
2.0,0.25,0.75,-0.5,0.25,2.75,958afa58_8
2.0,0.5,1.0,0.5,0.5,4.5,958afa58_9_rand2
2.5,0.25,0.75,0.25,0.25,1.5,958afa58_10
1.5,0.25,0.75,0.5,0.25,1.25,257cf696_0
0.5,-0.2,-0.1,-0.3,-0.2,0.2,257cf696_1_rand5
5.0,0.25,0.0,-1.0,0.0,4.25,257cf696_2
2.5,0.25,0.1,0.75,0.0,1.6,257cf696_3
0.0,0.05,0.15,0.0,0.05,0.25,c5149c2e_0
0.25,-0.25,-0.25,0.0,-0.25,-0.5,c5149c2e_1
-0.25,0.0,0.5,0.25,0.0,0.0,c5149c2e_2
0.1,-0.1,-0.2,0.0,-0.1,-0.3,c5149c2e_3_rand2
0.25,-0.25,0.75,0.5,0.5,0.75,c5149c2e_4
2.5,0.25,0.75,0.5,0.5,1.75,c5149c2e_5
0.25,-0.25,0.75,0.5,0.5,0.75,c5149c2e_6
0.5,-0.2,1.0,1.5,0.75,1.5,c5149c2e_7
0.3,0.1,0.4,0.0,0.2,0.5,24a38cb7_0
-0.5,-0.25,0.75,-1.0,0.5,-0.5,24a38cb7_1
0.5,0.25,0.75,-0.5,0.5,1.0,24a38cb7_2
2.5,0.25,0.75,-0.25,0.5,3.75,24a38cb7_3_rand3
2.0,0.25,0.75,-1.0,0.5,2.5,24a38cb7_4
2.0,0.5,1.0,-1.0,0.5,3.0,24a38cb7_5
-0.25,0.0,0.5,0.25,0.0,0.0,c9d55b01_0
0.3,0.1,0.4,-0.2,0.2,0.8,c9d55b01_1_rand1
1.5,0.25,0.5,-0.25,0.25,1.25,c9d55b01_2
0.25,-0.25,0.75,-1.0,0.5,0.25,c9d55b01_3
2.0,0.25,1.0,0.5,0.75,1.5,c9d55b01_4
1.5,0.25,0.75,0.25,0.5,1.25,c9d55b01_5
-0.2,-0.1,-0.15,-0.25,-0.05,-0.75,c9d55b01_6
2.5,0.25,0.75,-1.0,0.5,2.0,95206252_0
2.5,0.2,0.8,0.5,0.3,1.8,95206252_1_rand4
0.25,0.1,0.5,0.75,0.4,1.0,95206252_2
0.0,-0.2,-0.1,0.0,-0.1,-0.4,0223fc14_0
0.1,-0.1,-0.2,0.2,-0.1,-0.1,0223fc14_1
0.1,0.05,0.2,0.0,0.15,0.5,9bbbca3f_0
0.2,-0.1,0.3,0.0,0.1,0.2,9bbbca3f_1
2.5,0.25,0.75,0.5,0.25,1.75,9bbbca3f_2
0.3,-0.1,0.7,0.5,0.4,0.7,9bbbca3f_3_rand1
1.0,0.25,0.5,0.25,0.0,0.75,9bbbca3f_4
0.25,0.15,0.2,0.05,0.1,0.75,58c6e8c0_0
0.1,-0.2,0.6,-0.5,0.4,0.4,58c6e8c0_1
0.25,-0.1,-0.3,-0.2,-0.1,-0.45,58c6e8c0_2
1.5,0.2,0.5,-0.1,0.3,1.4,58c6e8c0_3
1.5,0.25,0.75,0.5,0.25,1.25,58c6e8c0_4_rand4
2.0,0.25,0.75,0.5,0.25,1.5,58c6e8c0_5
2.0,0.25,0.75,0.5,0.25,1.75,58c6e8c0_6
0.5,-0.25,1.0,1.5,0.75,1.25,58c6e8c0_7
2.0,0.25,0.75,0.5,0.5,4.0,58c6e8c0_8_rand5
-0.5,0.0,1.5,1.0,0.5,2.0,58c6e8c0_9
-0.25,-0.25,-0.25,0.0,0.0,-0.5,58c6e8c0_10
1.5,0.2,0.5,0.3,0.2,1.0,58c6e8c0_11
0.1,-0.1,-0.2,0.2,-0.1,-0.1,754b3f1c_0
1.5,0.25,0.75,0.25,0.5,1.25,754b3f1c_1_rand3
1.5,0.25,0.75,0.5,0.5,3.5,754b3f1c_2
0.25,0.1,0.5,0.2,0.3,1.35,754b3f1c_3
2.0,0.25,0.75,0.25,0.5,1.75,754b3f1c_4
0.25,-0.25,0.75,0.5,0.5,0.75,754b3f1c_5
-0.25,0.25,0.5,0.25,0.25,0.0,de395ad1_0
0.3,0.1,0.4,-0.2,0.2,0.8,de395ad1_1_rand5
0.1,0.2,-0.3,-0.1,-0.2,-0.3,de395ad1_2
0.1,0.2,-0.3,-0.1,-0.2,-0.3,de395ad1_3_rand2
2.0,0.25,0.75,-0.5,0.25,2.75,de395ad1_4
-1.5,-0.5,-1.0,-1.0,-0.5,-4.5,de395ad1_5_rand3
-0.2,-0.1,-0.3,-0.5,-0.1,-0.4,de395ad1_6
0.1,0.0,0.2,0.0,0.1,0.4,0fef4149_0
0.25,-0.25,0.75,0.5,0.5,0.75,0fef4149_1
1.5,0.25,0.5,0.25,0.25,2.75,0fef4149_2
0.25,-0.25,-0.15,0.1,-0.1,-0.15,0fef4149_3_rand5
-0.25,-0.15,-0.3,-0.2,-0.1,-0.5,0fef4149_4
0.25,-0.5,-0.75,-1.0,-0.5,-1.5,0fef4149_5
0.1,0.0,-0.2,0.0,-0.1,-0.2,66edbfc7_0
0.3,0.1,0.4,0.0,0.2,1.0,66edbfc7_1_rand1
1.5,0.25,0.75,0.5,0.5,3.5,66edbfc7_2
1.5,0.25,0.75,0.25,0.5,2.25,66edbfc7_3
1.5,0.25,0.75,0.5,0.25,1.25,66edbfc7_4
1.5,0.25,0.75,-0.25,0.5,2.75,66edbfc7_5_rand4
0.25,0.1,0.75,0.5,0.4,0.75,66edbfc7_6
1.5,0.25,1.0,0.75,0.5,3.0,66edbfc7_7
3.0,0.25,0.5,1.0,0.25,2.5,66edbfc7_8
-0.25,-0.15,-0.3,-0.4,-0.1,-1.2,66edbfc7_9
1.0,-0.25,-0.5,-0.75,-0.25,-0.25,66edbfc7_10_rand4
2.5,0.2,0.8,-1.0,0.3,1.8,66edbfc7_11
2.0,0.25,0.75,-0.25,0.5,1.25,66edbfc7_12_rand1
2.0,0.25,0.5,-1.0,0.75,2.5,66edbfc7_13
-1.5,-0.25,-0.5,-1.0,-0.25,-3.5,66edbfc7_14
0.1,0.2,0.2,0.0,0.1,0.2,01bffc6f_0
0.25,-0.1,-0.2,0.0,-0.1,-0.15,01bffc6f_1_rand2
0.25,-0.1,0.3,0.0,0.15,0.6,01bffc6f_2
0.1,-0.1,-0.2,0.3,-0.1,-0.1,01bffc6f_3
1.5,0.2,0.5,0.1,0.3,0.9,01bffc6f_4
0.25,-0.25,-0.5,0.0,-0.25,-0.75,01bffc6f_5
0.3,0.1,0.4,-0.2,0.1,0.7,01bffc6f_6
0.3,0.1,0.4,0.0,0.2,1.0,5a325e65_0
1.5,0.25,0.75,0.5,0.25,1.25,5a325e65_1
0.5,-0.2,-0.3,-0.4,-0.1,-0.5,5a325e65_2_rand3
0.5,-0.25,1.0,-1.0,0.75,1.0,5a325e65_3
2.0,0.25,0.75,0.5,0.25,1.75,5a325e65_4_rand5
2.0,0.25,0.75,-0.5,0.25,2.75,5a325e65_5
5.0,0.25,0.5,-0.25,0.0,5.5,5a325e65_6
2.0,0.25,0.5,0.75,0.25,1.5,5a325e65_7
-0.5,-0.25,0.25,-0.5,0.25,-0.25,5a325e65_8
2.0,0.0,0.75,-0.5,0.25,2.5,5a325e65_9_rand5
0.25,-0.25,0.75,-1.5,0.5,0.25,5a325e65_10
5.0,0.5,1.0,1.0,1.0,4.5,5a325e65_11
0.1,0.05,0.2,0.0,0.15,0.5,2ad4a9e1_0
0.25,0.1,-0.2,0.0,-0.1,0.05,2ad4a9e1_1_rand5
0.25,-0.1,-0.2,0.3,-0.15,-0.05,2ad4a9e1_2
0.3,0.1,0.4,-0.2,0.2,0.8,2ad4a9e1_3_rand3
0.1,0.2,-0.3,0.0,-0.1,-0.1,2ad4a9e1_4
0.0,0.2,-0.3,0.0,-0.2,-0.3,2ad4a9e1_5
0.1,0.05,-0.2,0.0,-0.1,-0.15,2ad4a9e1_6_rand2
1.5,0.25,0.75,0.5,0.25,1.25,2ad4a9e1_7
0.25,-0.25,0.75,0.5,0.5,0.75,2ad4a9e1_8
1.5,0.2,0.5,0.1,0.3,2.6,2ad4a9e1_9
0.0,-0.2,-0.1,0.0,-0.1,-0.4,30d10e6e_0
0.0,-0.25,-0.25,0.0,-0.25,-0.5,30d10e6e_1
0.3,0.1,0.4,0.0,0.2,1.0,30d10e6e_2_rand1
0.25,-0.1,-0.2,-0.1,-0.15,-0.3,30d10e6e_3
1.5,0.25,0.5,0.25,0.25,2.75,30d10e6e_4
0.25,0.1,0.3,0.0,0.15,0.8,4770db51_0
0.1,0.05,-0.2,0.0,-0.1,-0.15,4770db51_1_rand3
0.25,-0.1,-0.2,-0.15,-0.05,-0.25,4770db51_2
0.3,-0.2,0.4,-0.1,0.1,0.5,4770db51_3
0.25,-0.25,0.5,-0.25,0.25,0.5,4770db51_4
0.25,0.1,0.3,0.0,0.15,0.8,8acd0ab7_0
0.25,0.0,0.3,0.0,0.15,0.7,8acd0ab7_1
0.25,-0.1,0.3,0.0,0.1,0.55,8acd0ab7_2
0.0,-0.25,-0.5,0.0,-0.25,-0.5,8acd0ab7_3_rand3
0.3,0.1,0.4,-0.1,0.2,0.4,8acd0ab7_4
-0.2,-0.1,-0.15,-0.25,-0.1,-0.4,8acd0ab7_5
0.25,0.5,0.75,0.0,0.25,0.75,8acd0ab7_6
0.3,0.1,0.4,-0.2,0.1,0.7,8acd0ab7_7
2.0,0.25,0.75,-0.25,0.25,3.0,8acd0ab7_8
0.2,-0.1,-0.15,0.0,-0.05,-0.1,97607d79_0
0.25,-0.1,-0.2,0.0,-0.1,-0.15,97607d79_1_rand4
0.1,0.2,-0.3,0.1,-0.2,-0.1,97607d79_2
0.25,0.1,0.75,0.5,0.4,0.75,97607d79_3
2.5,0.25,0.75,-0.25,0.5,3.75,97607d79_4
0.25,-0.25,0.1,0.0,0.1,0.2,97607d79_5
1.5,-0.25,0.75,-0.25,0.5,2.25,97607d79_6_rand3
0.3,0.1,0.4,0.2,0.1,1.1,97607d79_7
1.5,0.25,0.5,-0.25,0.25,1.25,97607d79_8
0.25,-0.1,0.15,-0.2,0.0,0.1,97607d79_9
0.3,0.1,0.4,0.2,0.1,0.5,bf3587bd_0
0.25,-0.25,-0.25,-0.5,-0.25,-0.5,bf3587bd_1
0.25,0.0,0.3,0.0,0.1,0.65,a81ea9d0_0
0.25,-0.1,-0.2,0.3,-0.15,-0.1,a81ea9d0_1
0.25,-0.1,-0.3,-0.2,-0.15,-0.5,a81ea9d0_2
0.75,0.25,0.5,0.25,0.25,1.5,a81ea9d0_3_rand1
0.25,-0.1,0.75,0.5,0.4,0.8,a81ea9d0_4
0.5,0.25,0.75,0.5,0.5,1.5,a81ea9d0_5
0.25,-0.25,0.75,0.5,0.5,0.75,a81ea9d0_6
0.25,0.5,0.75,0.5,0.5,0.5,a81ea9d0_7_rand4
1.5,0.25,0.5,0.25,0.25,1.0,a81ea9d0_8
1.5,0.25,0.75,0.25,0.25,1.0,a81ea9d0_9_rand4
0.25,-0.1,-0.2,-0.3,-0.1,-0.15,a81ea9d0_10
0.25,-0.25,-0.25,0.5,-0.25,0.0,a81ea9d0_11
0.1,-0.1,-0.2,0.0,-0.1,-0.2,9031514c_0
0.3,0.1,0.4,0.0,0.2,1.0,9031514c_1
1.5,0.2,0.75,0.1,0.5,3.05,9031514c_2
2.5,0.25,0.75,0.25,0.5,1.75,9031514c_3
2.0,0.25,0.75,0.5,0.25,1.5,9031514c_4_rand2
-2.5,-0.25,-0.5,0.25,-0.25,-3.25,9031514c_5
-0.25,0.25,-0.25,-0.5,-0.25,-0.5,9031514c_6
1.5,0.25,0.5,0.25,0.25,2.75,9031514c_7
-0.25,-0.15,-0.3,0.2,-0.1,-0.6,9031514c_8
2.0,-0.25,0.25,-0.5,0.0,1.5,9031514c_9
0.25,-0.5,-1.0,-2.0,-0.75,-4.0,9031514c_10
2.0,0.0,0.5,-0.5,0.25,2.25,9031514c_11_rand5
0.25,-0.1,0.3,0.0,0.15,0.6,8432279b_0
-0.25,0.0,0.25,-0.1,0.0,-0.1,8432279b_1
0.3,-0.1,0.4,0.0,0.2,0.8,8432279b_2
0.25,-0.25,0.75,-1.0,0.5,0.25,8432279b_3_rand5
0.3,0.1,0.4,0.0,0.2,1.0,01936f15_0
0.3,0.1,0.4,0.0,0.2,1.0,01936f15_1_rand2
0.1,-0.1,-0.2,0.0,-0.1,-0.3,01936f15_2
1.5,0.25,0.75,0.5,0.25,1.25,01936f15_3_rand1
0.3,0.1,0.4,-0.2,0.2,0.8,01936f15_4
0.3,0.1,0.4,-0.2,0.2,0.8,01936f15_5_rand2
0.5,0.25,0.75,-0.5,0.5,1.0,01936f15_6
1.5,0.25,0.5,0.25,0.25,1.0,01936f15_7
-0.2,-0.1,-0.15,0.25,0.0,-0.2,01936f15_8_rand5
0.25,0.1,0.75,0.3,0.6,0.8,55f6fbd9_0
0.25,0.15,0.4,0.05,0.15,1.0,55f6fbd9_1_rand4
1.5,0.25,0.75,0.5,0.5,3.5,55f6fbd9_2
0.3,0.1,0.4,0.2,0.1,0.3,55f6fbd9_3
1.5,0.25,0.75,0.25,0.25,1.0,55f6fbd9_4
2.5,0.25,0.75,0.5,0.25,1.75,55f6fbd9_5
0.25,-0.1,-0.2,0.0,-0.1,-0.15,90e163f7_0
0.25,0.1,-0.2,0.0,-0.15,-0.0,90e163f7_1_rand2
0.1,-0.1,-0.2,0.0,-0.1,-0.2,90e163f7_2
0.3,0.1,0.4,0.0,0.2,1.0,90e163f7_3_rand5
-0.5,-0.25,-0.5,-1.0,-0.25,-2.5,90e163f7_4
0.25,-0.25,-0.5,-1.0,-0.25,-0.75,90e163f7_5_rand4
-2.0,-0.5,-0.5,0.5,-0.5,-3.0,90e163f7_6
1.5,0.25,0.5,0.5,0.25,1.0,90e163f7_7
1.5,0.25,0.5,0.75,0.25,1.25,90e163f7_8_rand4
2.0,0.25,0.75,-0.5,0.25,2.75,90e163f7_9
0.1,0.2,0.2,0.0,0.1,0.2,abe7e580_0
0.25,-0.1,0.3,0.0,0.15,0.6,abe7e580_1_rand3
0.1,-0.1,-0.2,0.3,-0.1,-0.1,abe7e580_2
0.3,0.1,0.4,-0.2,0.2,0.8,abe7e580_3
2.0,0.25,1.0,0.5,0.75,1.62,abe7e580_4
2.0,0.25,0.75,0.5,0.5,1.5,abe7e580_5_rand4
0.25,-0.25,0.75,-1.0,0.5,0.25,abe7e580_6
2.0,0.5,0.75,0.5,0.25,1.5,abe7e580_7
0.25,0.5,0.75,0.5,0.5,0.5,abe7e580_8
0.25,0.25,-0.25,0.0,0.0,0.25,cc8721c0_0
0.25,-0.25,0.75,0.5,0.5,0.75,cc8721c0_1
1.5,0.25,0.75,0.5,0.5,1.5,cc8721c0_2
0.25,-0.25,0.75,0.5,0.5,0.75,cc8721c0_3_rand5
0.25,0.0,-0.25,0.0,-0.1,-0.1,a32d1e5a_0
